Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description;Goal;top_n_goal_id
882.0;14;Rural Development & Panchayat Raj;14.3;Physical Progress under Mgnregs During Year 2015-16 In Nos;100 No.of Famalies availing 100 days of employment,Mahathma Gandhi National Rural Employment Guarentee Scheme;End poverty in all its forms everywhere;1
142.0;3;Rainfall;3.1;No.of Rainguage Stations Annual Normal Rainfall and Rain Days Year 2016;Total,Rainguage Stations;End poverty in all its forms everywhere;1
143.0;3;Rainfall;3.1;No.of Rainguage Stations Annual Normal Rainfall and Rain Days Year 2016;Rainydays,Annual Normal Rainfall 1951 to 2000;End poverty in all its forms everywhere;1
144.0;3;Rainfall;3.1;No.of Rainguage Stations Annual Normal Rainfall and Rain Days Year 2016;Normal Rainfall,Annual Normal Rainfall 1951 to 2000;End poverty in all its forms everywhere;1
714.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-03-2016 in Nos.;Fru Unit First Referal Units;End poverty in all its forms everywhere;1
715.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-03-2016 in Nos.;No.of Vehicals,108 Ambulances;End poverty in all its forms everywhere;1
716.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-03-2016 in Nos.;No.ofbenefited patients,108 Ambulances;End poverty in all its forms everywhere;1
719.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-03-2016 in Nos.;No.of benificiaries in Jananni Suraksh Yojana;End poverty in all its forms everywhere;1
720.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-03-2016 in Nos.;No.of benificiaries medical kit;End poverty in all its forms everywhere;1
721.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-03-2016 in Nos.;Maternal Mortality Death;End poverty in all its forms everywhere;1
891.0;14;Rural Development & Panchayat Raj;14.5;Different Schemes of drinking water supply facilities Year 2015-16 in Nos.;Provided During the current year,Piped Water Supply Schemes;End poverty in all its forms everywhere;1
892.0;14;Rural Development & Panchayat Raj;14.5;Different Schemes of drinking water supply facilities Year 2015-16 in Nos.;Total,Piped Water Supply Schemes;End poverty in all its forms everywhere;1
893.0;14;Rural Development & Panchayat Raj;14.5;Different Schemes of drinking water supply facilities Year 2015-16 in Nos.;Provided During the current year,Mini Wate Supply Schemes;End poverty in all its forms everywhere;1
894.0;14;Rural Development & Panchayat Raj;14.5;Different Schemes of drinking water supply facilities Year 2015-16 in Nos.;Total,Mini Wate Supply Schemes;End poverty in all its forms everywhere;1
207.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Total Food Grains,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
240.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Total Food Grains,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
294.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Total Food Grains,Yield Of Pulses K.g Hect;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
156.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Geo- graphical Area,Land Utilisation 2014-15;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
157.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Forest,Land Utilisation 2014-15;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
158.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Land put to Non- Agricultural uses,Land not available for cultivation,Land Utilisation 2014-15;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
159.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Barren cultivable land,Land not available for cultivation,Land Utilisation 2014-15;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
160.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Total,Land not available for cultivation,Land Utilisation 2014-15;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
161.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Cultivable-waste,Other Uncultivated Land,Land Utilisation 2014-15;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
162.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Permanent Pasture,Other Uncultivated Land,Land Utilisation 2014-15;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
163.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Trees and Groves,Other Uncultivated Land,Land Utilisation 2014-15;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
164.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Total,Other Uncultivated Land,Land Utilisation 2014-15;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
165.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Current,Fallow Land,Land Utilisation 2014-15 in Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
166.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Other,Fallow Land,Land Utilisation 2014-15 in Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
167.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Total,Fallow Land,Land Utilisation 2014-15 in Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
168.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Net,Area Sown,Land Utilisation 2014-15 in Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
169.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;More than once,Area Sown,Land Utilisation 2014-15 in Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
170.0;4;Agriculture, Horticulture and Sericulture;4.1;Land Utilisation in Hectares;Total,Area Sown,Land Utilisation 2014-15 in Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
171.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Length in KMs,Canals,2014-15 Net area irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
172.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Gross Irrigated Area,Canals,2014-15 Net area irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
173.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Net Area Irrigated,Canals,2014-15 Net area irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
174.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Nos,Tanks,2014-15 Net area irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
175.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Gross Irrigated Area,Tanks,2014-15 Net area irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
176.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Net Area Irrigated,Tanks,2014-15 Net area irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
177.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Nos,Wells,2014-15 Net area irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
178.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Gross Irrigated Area,Wells,2014-15 Net area irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
179.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Net Area Irrigated,Wells,2014-15 Net area irrigated Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
180.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Nos,Tube Wells,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
181.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Gross Irrigated Area,Tube Wells,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
182.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Net Area Irrigated,Tube Wells,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
183.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Nos,Lift Irrigation,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
184.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Gross Irrigated Area,Lift Irrigation,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
185.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Net Area Irrigated,Lift Irrigation,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
186.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Gross Irrigated Area,Other Sources,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
187.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Net Area Irrigated,Other Sources,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
188.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Gross Irrigated Area,Total,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
189.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Net Area Irrigated,Total,Net area Irrigated under Different Sources;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
190.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Paddy,Area under Cereals Hect.,Area under principal crops In Hect.;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
191.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Jowar,Area under Cereals Hect.,Area under principal crops In Hect.;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
192.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Bajra,Area under Cereals Hect.,Area under principal crops In Hect.;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
193.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Maize,Area under Cereals Hect.,Area under principal crops In Hect.;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
194.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Ragi,Area under Cereals Hect.,Area under principal crops In Hect.;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
195.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Wheat,Area under Cereals Hect.,Area under principal crops In Hect.;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
196.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Other Cereals Minor Millets,Area under Cereals Hect.,Area under principal crops In Hect.;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
197.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Total Cereals Minor millets,Area under Cereals Hect.,Area under principal crops In Hect.;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
198.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Tur,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
199.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Horse Gram,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
200.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Black Gram,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
201.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Green Gram,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
202.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Avare,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
203.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Cowpea,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
204.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Bengal Gram,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
205.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Others Pulses,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
206.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Total Pulses including Tur Bengalgram,pulses Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
208.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Area under Total Fruits,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
209.0;4;Agriculture, Horticulture and Sericulture;4.3;Area under principal crops Year 2014-15;Area under Total Vegetables,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
210.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;Ground Nut,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
211.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;Sun Flower,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
212.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;Safflower,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
213.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;Castor,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
214.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;Sesamum,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
215.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;Niger seed,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
216.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;Soyabean,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
217.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;Linseed,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
218.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;other oil Seeds,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
219.0;4;Agriculture, Horticulture and Sericulture;4.4;Area under Important Oil Seeds Year 2014-15;Total oil Seeds,Seeds Hect,Area under principal crops;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
220.0;4;Agriculture, Horticulture and Sericulture;4.5;Area under Commercial Crops Year 2014-15;Cotton,Area under Commercial Crops in Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
221.0;4;Agriculture, Horticulture and Sericulture;4.5;Area under Commercial Crops Year 2014-15;Sugar Cane,Area under Commercial Crops in Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
222.0;4;Agriculture, Horticulture and Sericulture;4.5;Area under Commercial Crops Year 2014-15;Tobacco,Area under Commercial Crops in Hectares;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
223.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Rice,Production of Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
224.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Jowar,Production of Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
225.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Bajra,Production of Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
226.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Maize,Production of Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
227.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Ragi,Production of Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
228.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Wheat,Production of Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
229.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Total Small Minor Millets,Production of Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
230.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Total Cereals Minor Millets,Production of Cereals;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
231.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Tur,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
232.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Horse Gram,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
233.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Black Gram,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
234.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Green Gram,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
235.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Avare,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
236.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Cowpea,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
237.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Bengal Gram,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
238.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Other Pulses,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
239.0;4;Agriculture, Horticulture and Sericulture;4.6;Production of Important Crop Year 2013-14 in Tonnes;Total Pulses,Production of Pulses In Tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
241.0;4;Agriculture, Horticulture and Sericulture;4.7;Production of Important Oil Seeds Year 2013-14 in Tonnes;Ground Nut,Production of Oil Seeds in tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
242.0;4;Agriculture, Horticulture and Sericulture;4.7;Production of Important Oil Seeds Year 2013-14 in Tonnes;Sun Flower,Production of Oil Seeds in tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
243.0;4;Agriculture, Horticulture and Sericulture;4.7;Production of Important Oil Seeds Year 2013-14 in Tonnes;Safflower,Production of Oil Seeds in tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
244.0;4;Agriculture, Horticulture and Sericulture;4.7;Production of Important Oil Seeds Year 2013-14 in Tonnes;Castor,Production of Oil Seeds in tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
245.0;4;Agriculture, Horticulture and Sericulture;4.7;Production of Important Oil Seeds Year 2013-14 in Tonnes;Sesamum,Production of Oil Seeds in tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
246.0;4;Agriculture, Horticulture and Sericulture;4.7;Production of Important Oil Seeds Year 2013-14 in Tonnes;Linseed,Production of Oil Seeds in tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
247.0;4;Agriculture, Horticulture and Sericulture;4.7;Production of Important Oil Seeds Year 2013-14 in Tonnes;Soya bean,Production of Oil Seeds in tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
248.0;4;Agriculture, Horticulture and Sericulture;4.7;Production of Important Oil Seeds Year 2013-14 in Tonnes;Niger seed,Production of Oil Seeds in tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
249.0;4;Agriculture, Horticulture and Sericulture;4.7;Production of Important Oil Seeds Year 2013-14 in Tonnes;Total oil Seeds,Production of Oil Seeds in tonnes;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
250.0;4;Agriculture, Horticulture and Sericulture;4.8;Production of commercial crops in Tonnes Year 2013-14;Cotton;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
251.0;4;Agriculture, Horticulture and Sericulture;4.8;Production of commercial crops in Tonnes Year 2013-14;Sugarcane;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
252.0;4;Agriculture, Horticulture and Sericulture;4.8;Production of commercial crops in Tonnes Year 2013-14;Tobacco;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
253.0;4;Agriculture, Horticulture and Sericulture;4.9;Year 2013-14 Production of Plantation crops In Tonnes;Coconut Thousand nuts;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
254.0;4;Agriculture, Horticulture and Sericulture;4.9;Year 2013-14 Production of Plantation crops In Tonnes;Arecanut Processed;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
255.0;4;Agriculture, Horticulture and Sericulture;4.9;Year 2013-14 Production of Plantation crops In Tonnes;Cardamom;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
256.0;4;Agriculture, Horticulture and Sericulture;4.9;Year 2013-14 Production of Plantation crops In Tonnes;Pepper;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
