Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description;Goal;top_n_goal_id;top_n_similarities
280.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crops Year 201;Maize,Yield Of Cereals K.g Hect, Yield of Important Crops Year 201, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
281.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crops Year 201;Ragi,Yield Of Cereals K.g Hect, Yield of Important Crops Year 201, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
282.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crops Year 201;Wheat,Yield Of Cereals K.g Hect, Yield of Important Crops Year 201, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
283.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crops Year 201;Total Small Millets,Yield Of Cereals K.g Hect, Yield of Important Crops Year 201, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
284.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crops Year 201;Total Cereals Millets,Yield Of Cereals K.g Hect, Yield of Important Crops Year 201, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
285.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Tur,Yield Of Pulses K.g Hect, Yield of Important Crop Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
286.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Horse Gram,Yield Of Pulses K.g Hect, Yield of Important Crop Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
287.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Black Gram,Yield Of Pulses K.g Hect, Yield of Important Crop Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
288.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Green Gram,Yield Of Pulses K.g Hect, Yield of Important Crop Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
289.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Avare,Yield Of Pulses K.g Hect, Yield of Important Crop Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
290.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Cowpea,Yield Of Pulses K.g Hect, Yield of Important Crop Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
291.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Bengal Gram,Yield Of Pulses K.g Hect, Yield of Important Crop Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
292.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Other Pulses,Yield Of Pulses K.g Hect, Yield of Important Crop Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
293.0;4;Agriculture, Horticulture and Sericulture;4.12;Yield of Important Crop Year 2013-14;Total Pulses,Yield Of Pulses K.g Hect, Yield of Important Crop Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
295.0;4;Agriculture, Horticulture and Sericulture;4.13;Yield of Important Oil Seeds 2013-14;Ground Nut,Yield Of Oil Seeds K.g Hect, Yield of Important Oil Seeds 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
296.0;4;Agriculture, Horticulture and Sericulture;4.13;Yield of Important Oil Seeds 2013-14;Sun Flower,Yield Of Oil Seeds K.g Hect, Yield of Important Oil Seeds 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
297.0;4;Agriculture, Horticulture and Sericulture;4.13;Yield of Important Oil Seeds 2013-14;Safflower,Yield Of Oil Seeds K.g Hect, Yield of Important Oil Seeds 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
298.0;4;Agriculture, Horticulture and Sericulture;4.13;Yield of Important Oil Seeds 2013-14;Castor,Yield Of Oil Seeds K.g Hect, Yield of Important Oil Seeds 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
299.0;4;Agriculture, Horticulture and Sericulture;4.13;Yield of Important Oil Seeds 2013-14;Linseed,Yield Of Oil Seeds K.g Hect, Yield of Important Oil Seeds 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
300.0;4;Agriculture, Horticulture and Sericulture;4.13;Yield of Important Oil Seeds 2013-14;Soyabean,Yield Of Oil Seeds K.g Hect, Yield of Important Oil Seeds 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
301.0;4;Agriculture, Horticulture and Sericulture;4.13;Yield of Important Oil Seeds 2013-14;Sesamum,Yield Of Oil Seeds K.g Hect, Yield of Important Oil Seeds 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
302.0;4;Agriculture, Horticulture and Sericulture;4.13;Yield of Important Oil Seeds 2013-14;Niger seed,Yield Of Oil Seeds K.g Hect, Yield of Important Oil Seeds 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
303.0;4;Agriculture, Horticulture and Sericulture;4.13;Yield of Important Oil Seeds 2013-14;Total oil Seeds,Yield Of Oil Seeds K.g Hect, Yield of Important Oil Seeds 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
304.0;4;Agriculture, Horticulture and Sericulture;4.14;Yield of Commercial crops in Kgs Hectare Year 2013-14;Cotton in Bales, Yield of Commercial crops in Kgs Hectare Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
305.0;4;Agriculture, Horticulture and Sericulture;4.14;Yield of Commercial crops in Kgs Hectare Year 2013-14;Sugar Cane In Tonnes per Hectare, Yield of Commercial crops in Kgs Hectare Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
306.0;4;Agriculture, Horticulture and Sericulture;4.14;Yield of Commercial crops in Kgs Hectare Year 2013-14;Tobacco, Yield of Commercial crops in Kgs Hectare Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
307.0;4;Agriculture, Horticulture and Sericulture;4.15;Yield of Plantation crops in Kgs Hect Year 2013-14;Arecanut Processed, Yield of Plantation crops in Kgs Hect Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
308.0;4;Agriculture, Horticulture and Sericulture;4.15;Yield of Plantation crops in Kgs Hect Year 2013-14;Cardamom, Yield of Plantation crops in Kgs Hect Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
309.0;4;Agriculture, Horticulture and Sericulture;4.15;Yield of Plantation crops in Kgs Hect Year 2013-14;Pepper, Yield of Plantation crops in Kgs Hect Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
310.0;4;Agriculture, Horticulture and Sericulture;4.15;Yield of Plantation crops in Kgs Hect Year 2013-14;Cashewnut Processed, Yield of Plantation crops in Kgs Hect Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
311.0;4;Agriculture, Horticulture and Sericulture;4.15;Yield of Plantation crops in Kgs Hect Year 2013-14;Cocoa M.Tonnes Hect, Yield of Plantation crops in Kgs Hect Year 2013-14, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
312.0;4;Agriculture, Horticulture and Sericulture;4.16;Distribution of chemical fertilizers In Tonnes Year 2015-16;Nitrozen, Distribution of chemical fertilizers In Tonnes Year 2015-16, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
313.0;4;Agriculture, Horticulture and Sericulture;4.16;Distribution of chemical fertilizers In Tonnes Year 2015-16;Phosphorus, Distribution of chemical fertilizers In Tonnes Year 2015-16, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
314.0;4;Agriculture, Horticulture and Sericulture;4.16;Distribution of chemical fertilizers In Tonnes Year 2015-16;Potash, Distribution of chemical fertilizers In Tonnes Year 2015-16, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
315.0;4;Agriculture, Horticulture and Sericulture;4.16;Distribution of chemical fertilizers In Tonnes Year 2015-16;Total, Distribution of chemical fertilizers In Tonnes Year 2015-16, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
316.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Paddy,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
317.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Wheat,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
318.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Jowar,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
319.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Ragi,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
320.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Maize,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
321.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Bajra,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
322.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Bengal Gram,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
323.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Safflower,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
324.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Tur,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
325.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Black Gram,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
326.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Grean Gram,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
327.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Cowpea,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
328.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Ground Nut,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
329.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Sun Flower,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
330.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Soya bean,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
331.0;4;Agriculture, Horticulture and Sericulture;4.17;Sowing Seeds Distribution;Total Quantity,Sowing Seeds distributed during 2015-16, Sowing Seeds Distribution, Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
332.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Area undermulberry Hects, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
333.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Cocoon Production intonnes, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
334.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;No.of villages engaged on Mulberry, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
335.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Sc,No.of farmers engaged in occupation, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
336.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;St,No.of farmers engaged in occupation, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
337.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Others,No.of farmers engaged in occupation, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
338.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Total,No.of farmers engaged in occupation, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
339.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Value of Silk Produced Rs.inlakhs, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
340.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Cocoon Markets, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
341.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Sc,Set 1, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
342.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;St,Set 1, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
343.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Sthers,Others,Set 1, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
344.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Total,Set 1, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
345.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Sc,Set 2, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
346.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;St,Set 2, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
347.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Others,Set 2, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
348.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Total,Set 2, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
349.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Scp,Beneficiaries under Special Component and Tribal Sub Plan, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
350.0;4;Agriculture, Horticulture and Sericulture;4.18;Sericulture Year 2015-16 in Nos.;Tsp,Beneficiaries under Special Component and Tribal Sub Plan, Sericulture Year 2015-16 in Nos., Agriculture, Horticulture and Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
426.0;6;Industries;6.4;Small Scale units registered in District Industrial Centre on 31-03-2016;No.,Food Intoxicants, Small Scale units registered in District Industrial Centre on 31-03-2016, Industries;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
427.0;6;Industries;6.4;Small Scale units registered in District Industrial Centre on 31-03-2016;Total workers,Food Intoxicants, Small Scale units registered in District Industrial Centre on 31-03-2016, Industries;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
447.0;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;No.of Branches,Regional Rural Banks, Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016, Banks;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
448.0;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;Agriculture Loan,Regional Rural Banks, Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016, Banks;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
449.0;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;Other Loan,Regional Rural Banks, Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016, Banks;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
450.0;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;Total Loan,Regional Rural Banks, Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016, Banks;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
451.0;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;Deposits,Regional Rural Banks, Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016, Banks;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
855.0;13;Women Child Development;13.5;No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos.;0-3 Years,No.of Beneficiaries under Supplementary Nutrition Programme, No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos., Women Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
856.0;13;Women Child Development;13.5;No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos.;0-6 Years,No.of Beneficiaries under Supplementary Nutrition Programme, No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos., Women Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
857.0;13;Women Child Development;13.5;No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos.;Pregnant Women,No.of Beneficiaries under Supplementary Nutrition Programme, No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos., Women Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
858.0;13;Women Child Development;13.5;No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos.;Lactating Women,No.of Beneficiaries under Supplementary Nutrition Programme, No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos., Women Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
859.0;13;Women Child Development;13.5;No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos.;Adolescent,No.of Beneficiaries under Supplementary Nutrition Programme, No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos., Women Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
860.0;13;Women Child Development;13.5;No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos.;Total,No.of Beneficiaries under Supplementary Nutrition Programme, No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos., Women Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
861.0;13;Women Child Development;13.5;No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos.;No. of Anganawadi Teachers, No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos., Women Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
862.0;13;Women Child Development;13.5;No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos.;No. of Anganawadi Workers Assistants, No. Of Anganawadi Teachers Workers and Supplementary Nutrition Programme Year-2015-16 in Nos., Women Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2;1
120.0;2;AREA AND POPULATION;2.11;Districtwise Population By Age Groups And Sex 2011 Age groups inyears;Male,0-14, Districtwise Population By Age Groups And Sex 2011 Age groups inyears, AREA AND POPULATION;Ensure healthy lives and promote well-being for all at all ages;3;1
121.0;2;AREA AND POPULATION;2.11;Districtwise Population By Age Groups And Sex 2011 Age groups inyears;Female,0-14, Districtwise Population By Age Groups And Sex 2011 Age groups inyears, AREA AND POPULATION;Ensure healthy lives and promote well-being for all at all ages;3;1
122.0;2;AREA AND POPULATION;2.11;Districtwise Population By Age Groups And Sex 2011 Age groups inyears;Total,0-14, Districtwise Population By Age Groups And Sex 2011 Age groups inyears, AREA AND POPULATION;Ensure healthy lives and promote well-being for all at all ages;3;1
123.0;2;AREA AND POPULATION;2.11;Districtwise Population By Age Groups And Sex 2011 Age groups inyears;Male,15-59, Districtwise Population By Age Groups And Sex 2011 Age groups inyears, AREA AND POPULATION;Ensure healthy lives and promote well-being for all at all ages;3;1
124.0;2;AREA AND POPULATION;2.11;Districtwise Population By Age Groups And Sex 2011 Age groups inyears;Female,15-59, Districtwise Population By Age Groups And Sex 2011 Age groups inyears, AREA AND POPULATION;Ensure healthy lives and promote well-being for all at all ages;3;1
125.0;2;AREA AND POPULATION;2.11;Districtwise Population By Age Groups And Sex 2011 Age groups inyears;Total,15-59, Districtwise Population By Age Groups And Sex 2011 Age groups inyears, AREA AND POPULATION;Ensure healthy lives and promote well-being for all at all ages;3;1
126.0;2;AREA AND POPULATION;2.11;Districtwise Population By Age Groups And Sex 2011 Age groups inyears;Male,60, Districtwise Population By Age Groups And Sex 2011 Age groups inyears, AREA AND POPULATION;Ensure healthy lives and promote well-being for all at all ages;3;1
127.0;2;AREA AND POPULATION;2.11;Districtwise Population By Age Groups And Sex 2011 Age groups inyears;Female,60, Districtwise Population By Age Groups And Sex 2011 Age groups inyears, AREA AND POPULATION;Ensure healthy lives and promote well-being for all at all ages;3;1
128.0;2;AREA AND POPULATION;2.11;Districtwise Population By Age Groups And Sex 2011 Age groups inyears;Total,60, Districtwise Population By Age Groups And Sex 2011 Age groups inyears, AREA AND POPULATION;Ensure healthy lives and promote well-being for all at all ages;3;1
177.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Nos,Wells,2014-15 Net area irrigated Hectares, Gross and Net area Irrigated under Different Sources, Agriculture, Horticulture and Sericulture;Ensure healthy lives and promote well-being for all at all ages;3;1
178.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Gross Irrigated Area,Wells,2014-15 Net area irrigated Hectares, Gross and Net area Irrigated under Different Sources, Agriculture, Horticulture and Sericulture;Ensure healthy lives and promote well-being for all at all ages;3;1
179.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Net Area Irrigated,Wells,2014-15 Net area irrigated Hectares, Gross and Net area Irrigated under Different Sources, Agriculture, Horticulture and Sericulture;Ensure healthy lives and promote well-being for all at all ages;3;1
180.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Nos,Tube Wells,Net area Irrigated under Different Sources, Gross and Net area Irrigated under Different Sources, Agriculture, Horticulture and Sericulture;Ensure healthy lives and promote well-being for all at all ages;3;1
181.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Gross Irrigated Area,Tube Wells,Net area Irrigated under Different Sources, Gross and Net area Irrigated under Different Sources, Agriculture, Horticulture and Sericulture;Ensure healthy lives and promote well-being for all at all ages;3;1
182.0;4;Agriculture, Horticulture and Sericulture;4.2;Gross and Net area Irrigated under Different Sources;Net Area Irrigated,Tube Wells,Net area Irrigated under Different Sources, Gross and Net area Irrigated under Different Sources, Agriculture, Horticulture and Sericulture;Ensure healthy lives and promote well-being for all at all ages;3;1
575.0;10;Education;10.8;No. of Children in the age group 6 to 14 years and out of school Year 2015-16.;Boys,No.of Children age group between 6 to 14, No. of Children in the age group 6 to 14 years and out of school Year 2015-16., Education;Ensure healthy lives and promote well-being for all at all ages;3;1
