Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description;Goal;Targets;top_n_goal_id;top_n_target_id
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
36;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Urban,Total Card Hold, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
37;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Rural,Total Card Hold, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
38;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Total,Total Card Hold, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
55;1;General Information;1.9;Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Urban,with cylinder, Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
5;1;General Information;1.1;Taluks Hoblies Grama Panchayath Village Accountant Circles on 31-3-2020;Grama Panchayaths, Taluks Hoblies Grama Panchayath Village Accountant Circles on 31-3-2020, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
7;1;General Information;1.2;Inhabited Un-inhabited and Total Villages per Census;Un-Inhabited Inhabited,Villages, Inhabited Un-inhabited and Total Villages per Census, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
8;1;General Information;1.2;Inhabited Un-inhabited and Total Villages per Census;Un-Inhabited Inhabited,Villages, Inhabited Un-inhabited and Total Villages per Census, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
9;1;General Information;1.2;Inhabited Un-inhabited and Total Villages per Census;Total Villages, Inhabited Un-inhabited and Total Villages per Census, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
10;1;General Information;1.3;Urban Local Bodies;Cc,Urban Local Bodies, Urban Local Bodies, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
11;1;General Information;1.3;Urban Local Bodies;Cmc,Urban Local Bodies, Urban Local Bodies, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
12;1;General Information;1.3;Urban Local Bodies;Tmc,Urban Local Bodies, Urban Local Bodies, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
13;1;General Information;1.3;Urban Local Bodies;Tp,Urban Local Bodies, Urban Local Bodies, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
14;1;General Information;1.3;Urban Local Bodies;NACs,Urban Local Bodies, Urban Local Bodies, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
16;1;General Information;1.4;Police Stations Prisons and Prisoners on 31-3-2020 in numbers Prisons and Prisoners;Police Stations, Police Stations Prisons and Prisoners on 31-3-2020 in numbers Prisons and Prisoners, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1151;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Nos.,Taluk Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1152;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Beds,Taluk Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1153;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Nos.,District Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1154;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Beds,District Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1155;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Nos.,Other Hospitals under Hfw, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1156;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Beds,Other Hospitals under Hfw, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1157;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Nos.,Autonom Teaching Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1158;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Beds,Autonom Teaching Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1159;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Nos.,Community Health Centres, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1160;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Beds,Community Health Centres, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for al.;4;4.8
1146;10;Education;10.15;No.of Engineering Colleges and Students 2019-20;Total,Students from 1st year to final year,Government Colleges, No.of Engineering Colleges and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1147;10;Education;10.15;No.of Engineering Colleges and Students 2019-20;No.of Colleges,Private Colleges Aided Unaided, No.of Engineering Colleges and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1148;10;Education;10.15;No.of Engineering Colleges and Students 2019-20;Boys,Students from 1st year to final year,Private Colleges Aided Unaided, No.of Engineering Colleges and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1149;10;Education;10.15;No.of Engineering Colleges and Students 2019-20;Girls,Students from 1st year to final year,Private Colleges Aided Unaided, No.of Engineering Colleges and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
843;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Factories,Engineering, Number of Factories Employees on 31-03-2020 Cumulative, Industries;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
844;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Male,Employees,Engineering, Number of Factories Employees on 31-03-2020 Cumulative, Industries;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
845;6;Industries;6.1;Number of Factories Employees on 31-03-2020 Cumulative;Female,Employees,Engineering, Number of Factories Employees on 31-03-2020 Cumulative, Industries;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1143;10;Education;10.15;No.of Engineering Colleges and Students 2019-20;No.of Colleges,Government Colleges, No.of Engineering Colleges and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1144;10;Education;10.15;No.of Engineering Colleges and Students 2019-20;Boys,Students from 1st year to final year,Government Colleges, No.of Engineering Colleges and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1145;10;Education;10.15;No.of Engineering Colleges and Students 2019-20;Girls,Students from 1st year to final year,Government Colleges, No.of Engineering Colleges and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1046;10;Education;10.4;No.of Higher Primary Schools From 6th To 8th and Students 2019-20;No.of Schools, No.of Higher Primary Schools From 6th To 8th and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1051;10;Education;10.5;No.of High Schools and Students 2019-20;Boys,Total Enrolment, No.of High Schools and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1052;10;Education;10.5;No.of High Schools and Students 2019-20;Girls,Total Enrolment, No.of High Schools and Students 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1054;10;Education;10.6;No.of Lower and Upper Primary School Teachers and Student Teacher Ratio 2019-20;Tot Enrolment of Students In No., No.of Lower and Upper Primary School Teachers and Student Teacher Ratio 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1055;10;Education;10.6;No.of Lower and Upper Primary School Teachers and Student Teacher Ratio 2019-20;Male,No.of Primary School Teachersal, No.of Lower and Upper Primary School Teachers and Student Teacher Ratio 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1056;10;Education;10.6;No.of Lower and Upper Primary School Teachers and Student Teacher Ratio 2019-20;Female,No.of Primary School Teachersal, No.of Lower and Upper Primary School Teachers and Student Teacher Ratio 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1062;10;Education;10.7;No.of High School Teachers and Student Teacher Ratio 2019-20;Total,No.of High School Teachers, No.of High School Teachers and Student Teacher Ratio 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1063;10;Education;10.7;No.of High School Teachers and Student Teacher Ratio 2019-20;Student Teacher Ratio, No.of High School Teachers and Student Teacher Ratio 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1066;10;Education;10.8;No.of Children in the age group 6 to 14 years and No of Children out of school 2019-20;Total,No.of Children Enrollment in age group 6 to 14 years, No.of Children in the age group 6 to 14 years and No of Children out of school 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1067;10;Education;10.8;No.of Children in the age group 6 to 14 years and No of Children out of school 2019-20;Boys,No.of Children Out of school in age group 6 to 14 years, No.of Children in the age group 6 to 14 years and No of Children out of school 2019-20, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1378;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Employment through skill training placement Estp,Employment through Skill Training Placement Estp, Skill Development and Self Employment at the end of 31-03-2020 Cumulative, Rural Development and Panchayat Raj;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1379;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Persons Skilled,Self Employment Programme,Employment through Skill Training Placement Estp, Skill Development and Self Employment at the end of 31-03-2020 Cumulative, Rural Development and Panchayat Raj;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1380;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Groups Skilled,Self Employment Programme,Employment through Skill Training Placement Estp, Skill Development and Self Employment at the end of 31-03-2020 Cumulative, Rural Development and Panchayat Raj;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
5;1;General Information;1.1;Taluks Hoblies Grama Panchayath Village Accountant Circles on 31-3-2020;Grama Panchayaths, Taluks Hoblies Grama Panchayath Village Accountant Circles on 31-3-2020, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
7;1;General Information;1.2;Inhabited Un-inhabited and Total Villages per Census;Un-Inhabited Inhabited,Villages, Inhabited Un-inhabited and Total Villages per Census, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
8;1;General Information;1.2;Inhabited Un-inhabited and Total Villages per Census;Un-Inhabited Inhabited,Villages, Inhabited Un-inhabited and Total Villages per Census, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
9;1;General Information;1.2;Inhabited Un-inhabited and Total Villages per Census;Total Villages, Inhabited Un-inhabited and Total Villages per Census, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
10;1;General Information;1.3;Urban Local Bodies;Cc,Urban Local Bodies, Urban Local Bodies, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
11;1;General Information;1.3;Urban Local Bodies;Cmc,Urban Local Bodies, Urban Local Bodies, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
12;1;General Information;1.3;Urban Local Bodies;Tmc,Urban Local Bodies, Urban Local Bodies, General Information;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
580;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Sc,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
581;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;St,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
582;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Others,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
583;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Total,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1193;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Male,Identified Aids patients,Aids Patients identified and death occured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1194;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Female,Identified Aids patients,Aids Patients identified and death occured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1195;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Ts/tg,Identified Aids patients,Aids Patients identified and death occured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1196;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Total,Identified Aids patients,Aids Patients identified and death occured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1197;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Male,Aids Patients Death Occured,Aids Patients identified and death occured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1198;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Female,Aids Patients Death Occured,Aids Patients identified and death occured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
389;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Total Pulses including Tur Bengal Gram,Pulses, Area Under Principal crops in Hectares 2018-19, Agriculture, Horticulture & Sericulture;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
475;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Including other Total Oil Seeds, Production of Important Oil Seeds in Tonnes 2018-19, Agriculture, Horticulture & Sericulture;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1170;11;Health & Family Welfare Services;11.2;No.of Hospitals Doctors Beds on 31-3-2020 Cumulative;Nos.,Pvt. Hospitals Including Nursing Homes Clinics, No.of Hospitals Doctors Beds on 31-3-2020 Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1171;11;Health & Family Welfare Services;11.2;No.of Hospitals Doctors Beds on 31-3-2020 Cumulative;Beds,Pvt. Hospitals Including Nursing Homes Clinics, No.of Hospitals Doctors Beds on 31-3-2020 Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1080;10;Education;10.9;Infrastructure Facilities in Primary Schools Lower and Upper on 31-03-2020 In Numbers;Computer, Infrastructure Facilities in Primary Schools Lower and Upper on 31-03-2020 In Numbers, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
1090;10;Education;10.10;Infrastructure Facilities in High Schools on 31-03-2020 In Numbers;Computer, Infrastructure Facilities in High Schools on 31-03-2020 In Numbers, Education;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2020, substantially expand the number of scholarships available for enrolment in higher education, including vocational training and information and communications technology, technical, engineering and scientific programmes.;4;4.9
389;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Total Pulses including Tur Bengal Gram,Pulses, Area Under Principal crops in Hectares 2018-19, Agriculture, Horticulture & Sericulture;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training.;4;4.10
475;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Including other Total Oil Seeds, Production of Important Oil Seeds in Tonnes 2018-19, Agriculture, Horticulture & Sericulture;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training.;4;4.10
1170;11;Health & Family Welfare Services;11.2;No.of Hospitals Doctors Beds on 31-3-2020 Cumulative;Nos.,Pvt. Hospitals Including Nursing Homes Clinics, No.of Hospitals Doctors Beds on 31-3-2020 Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training.;4;4.10
1171;11;Health & Family Welfare Services;11.2;No.of Hospitals Doctors Beds on 31-3-2020 Cumulative;Beds,Pvt. Hospitals Including Nursing Homes Clinics, No.of Hospitals Doctors Beds on 31-3-2020 Cumulative, Health & Family Welfare Services;"Ensure inclusive and equitable quality education and promote lifelong learning opportunities
for all";By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training.;4;4.10
