Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description;Goal;top_n_goal_id
1392;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Male,Man days Generated In Lakhs, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;End poverty in all its forms everywhere;1
1393;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Female,Man days Generated In Lakhs, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;End poverty in all its forms everywhere;1
1394;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Total,Man days Generated In Lakhs, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;End poverty in all its forms everywhere;1
1395;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Number of Households Completed 100 days of employment, Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20, Rural Development and Panchayat Raj;End poverty in all its forms everywhere;1
320;3;Rainfall;3.1;No. of Raingauge Stations Annual Normal Rainfall and Rainy Days;Total,Raingauge Stations, No. of Raingauge Stations Annual Normal Rainfall and Rainy Days, Rainfall;End poverty in all its forms everywhere;1
322;3;Rainfall;3.1;No. of Raingauge Stations Annual Normal Rainfall and Rainy Days;Normal Rainfall,Annual Normal Rainfall 1961-2010, No. of Raingauge Stations Annual Normal Rainfall and Rainy Days, Rainfall;End poverty in all its forms everywhere;1
1203;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Total,Identified Leprosy patients,Lepros Patients identified and cured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1206;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Total,Leprosy Patients Cured,Lepros Patients identified and cured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1201;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Male,Identified Leprosy patients,Lepros Patients identified and cured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1202;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Female,Identified Leprosy patients,Lepros Patients identified and cured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1204;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Male,Leprosy Patients Cured,Lepros Patients identified and cured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1205;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Female,Leprosy Patients Cured,Lepros Patients identified and cured during 2019-20, Aids Leprosy and Tb Control Programmes In numbers, Health & Family Welfare Services;End poverty in all its forms everywhere;1
353;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Length in kms,canals,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
354;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Irrigated Area,canals,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
355;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Net Area Irrigated,canals,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
356;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Nos,Tanks,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
357;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Irrigated Area,Tanks,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
358;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Net Area Irrigated,Tanks,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
359;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Nos,Open,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
360;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Irrigated Area,Open,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
361;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Net Area Irrigated,Open,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
362;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Tube wells,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
363;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Tube wells,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
364;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Tube wells,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
365;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Lift Irrigation,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
366;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Lift Irrigation,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
367;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Net Area Irrigated,Lift Irrigation,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
368;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
369;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
370;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Total,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
371;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Total,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
372;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;% of Gross Net Area Irrigated to Gross Net Area Sown, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
1216;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;F.r.u First Referral Units,as on 31-03-2020, Different Health Facilities on 31-01-2020, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1217;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;No.of Vehicles,108 Ambulances,as on 31-03-2020, Different Health Facilities on 31-01-2020, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1218;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;No.of Patients benefited,108 Ambulances,as on 31-03-2020, Different Health Facilities on 31-01-2020, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1219;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;Nos,Number of working Hospitals, Different Health Facilities on 31-01-2020, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1220;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;Delivaries occured in Hospitals during 2019-20,Number of working Hospitals, Different Health Facilities on 31-01-2020, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1221;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;No. of Beneficiaries availed Janani Suraksha Yojana during 2019-20, Different Health Facilities on 31-01-2020, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1222;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;No. of Beneficiaries received Madilu kit during 2019- 20, Different Health Facilities on 31-01-2020, Health & Family Welfare Services;End poverty in all its forms everywhere;1
1223;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;Maternal Death 2019-20, Different Health Facilities on 31-01-2020, Health & Family Welfare Services;End poverty in all its forms everywhere;1
913;6;Industries;6.3;No. of Working Factories and Cane Crushed 2019-20;No of Enterprises engaged in Trade Hotels and Transport activities per 2015 Economic Census, No. of Working Factories and Cane Crushed 2019-20, Industries;End poverty in all its forms everywhere;1
1228;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Pre-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1229;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Pre-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1234;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Post-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1235;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Post-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1240;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Pre-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1241;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Pre-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1246;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Post-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1247;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Post-Matric, Scheduled Castes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1252;12;Social Welfare;12.2;Scheduled Tribes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Pre-Matric, Scheduled Tribes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1253;12;Social Welfare;12.2;Scheduled Tribes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Pre-Matric, Scheduled Tribes Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1258;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Post-Matric, Scheduled Tribes Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1259;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Post-Matric, Scheduled Tribes Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1264;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Pre-Matric, Scheduled Tribes Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1265;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Pre-Matric, Scheduled Tribes Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1270;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Post-Matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1271;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Post-Matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1276;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Pre-Matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1277;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Pre-Matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1282;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Post-Matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1283;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Post-Matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1288;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Pre-matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1289;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Pre-matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1294;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Post-Matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1295;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Post-Matric, Backward Class Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1296;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Nos,Scheduled Caste Ashrama Residential Schools, Ashrama Residential Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1297;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Students,Scheduled Caste Ashrama Residential Schools, Ashrama Residential Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1298;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Nos,Scheduled Tribes Ashrama Residential Schools, Ashrama Residential Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1299;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Students,Scheduled Tribes Ashrama Residential Schools, Ashrama Residential Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1300;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Nos,Backward Classes Ashrama Residential Schools, Ashrama Residential Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1301;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Students,Backward Classes Ashrama Residential Schools, Ashrama Residential Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1302;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1303;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1304;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1305;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1306;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1307;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1308;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Post-Matric, Minorities Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1309;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Post-Matric, Minorities Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1310;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Post-Matric, Minorities Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1311;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Post-Matric, Minorities Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1312;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Post-Matric, Minorities Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1313;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Post-Matric, Minorities Student Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1314;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1315;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1316;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1317;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1318;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1319;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Pre-Matric, Minorities Students Hostels on 31-3-2020 In numbers, Social Welfare;End poverty in all its forms everywhere;1
1320;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Boys,Primary Schools 1-8th Standard,Scheduled Castes students, Scholarship availed by students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1321;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Girls,Primary Schools 1-8th Standard,Scheduled Castes students, Scholarship availed by students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1322;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Total,Primary Schools 1-8th Standard,Scheduled Castes students, Scholarship availed by students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1323;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Boys,High School 9-10th Standard,Scheduled Castes students, Scholarship availed by students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1324;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Girls,High School 9-10th Standard,Scheduled Castes students, Scholarship availed by students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1325;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Total,High School 9-10th Standard,Scheduled Castes students, Scholarship availed by students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1326;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Boys,Primary Schools 1-8th Standard,Scheduled Tribes students, Scholarship availed by Students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1327;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Girls,Primary Schools 1-8th Standard,Scheduled Tribes students, Scholarship availed by Students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1328;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Total,Primary Schools 1-8th Standard,Scheduled Tribes students, Scholarship availed by Students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1329;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Boys,High School 9-10th Standard,Scheduled Tribes students, Scholarship availed by Students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1330;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Girls,High School 9-10th Standard,Scheduled Tribes students, Scholarship availed by Students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
1331;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Total,High School 9-10th Standard,Scheduled Tribes students, Scholarship availed by Students in Primary and High Schools during 2019-20, Social Welfare;End poverty in all its forms everywhere;1
