Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description;Goal;top_n_goal_id;top_n_similarities
46;1;General Information;1.7;Anthyodaya Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;% to State total,without cylinder, Anthyodaya Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
47;1;General Information;1.8;Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Urban,with cylinder, Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
48;1;General Information;1.8;Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Rural,with cylinder, Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
49;1;General Information;1.8;Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Total,with cylinder, Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
50;1;General Information;1.8;Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;% to State total,with cylinder, Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
51;1;General Information;1.8;Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Urban,without cylinder, Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
52;1;General Information;1.8;Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Rural,without cylinder, Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
53;1;General Information;1.8;Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Total,without cylinder, Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
54;1;General Information;1.8;Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;% to State total,without cylinder, Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
55;1;General Information;1.9;Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Urban,with cylinder, Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
56;1;General Information;1.9;Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Rural,with cylinder, Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
57;1;General Information;1.9;Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Total,with cylinder, Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
58;1;General Information;1.9;Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;% to State total,with cylinder, Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
59;1;General Information;1.9;Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Urban,without cylinder, Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
60;1;General Information;1.9;Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Rural,without cylinder, Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
61;1;General Information;1.9;Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;Total,without cylinder, Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
62;1;General Information;1.9;Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative;% % to State total,without cylinder, Non-Priority Card (Below poverty line / Above poverty line)s with and without gas cylinder on 31-3-2020 Cumulative, General Information;End poverty in all its forms everywhere;1;1
593;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Ha. Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
594;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Ha. Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
595;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Ha. Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
596;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Ha. Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
597;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Ha. Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
598;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Ha. Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
599;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Ha. Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
600;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Ha. Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
601;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
602;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
603;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
604;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
605;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
606;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
607;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
608;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
609;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
610;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
611;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
612;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
613;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
614;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
615;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
616;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
617;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Total, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
618;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Total, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
619;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Total, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
620;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Total, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
621;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Total, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
622;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Total, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
623;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Total, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
624;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Total, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
625;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;% of marginal land holders to the total land holders,Marginal Agricultural Land (Below poverty line / Above poverty line)s Below 1 Hectare Total, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
626;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
627;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
628;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
629;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
630;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
631;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
632;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
633;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Sc, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
634;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare St, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
635;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare St, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
636;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare St, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
637;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare St, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
638;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare St, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
639;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare St, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
640;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare St, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
641;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare St, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
642;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
643;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
644;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
645;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
646;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
647;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Small Agricultural Land (Below poverty line / Above poverty line)s 1-2 Hectare Others, Agricultural Land Holdings and Area per 2015-16 census, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1;1
