Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description;Goal;top_n_goal_id
29;1;General Information;1.6;Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Total,Anthyodaya,Ration card holders, Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End poverty in all its forms everywhere;1
30;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Urban,Priority, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End poverty in all its forms everywhere;1
31;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Rural,Priority, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End poverty in all its forms everywhere;1
32;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Total,Priority, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End poverty in all its forms everywhere;1
33;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Urban,Non Priority, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End poverty in all its forms everywhere;1
829;5;Fisheries and Animal Husbandry;5.4;Fisheries and Animal Husbandry 2019-20;Full Time,No of Families involved in fishing, Fisheries and Animal Husbandry 2019-20, Fisheries and Animal Husbandry;End poverty in all its forms everywhere;1
830;5;Fisheries and Animal Husbandry;5.4;Fisheries and Animal Husbandry 2019-20;Part Time,No of Families involved in fishing, Fisheries and Animal Husbandry 2019-20, Fisheries and Animal Husbandry;End poverty in all its forms everywhere;1
318;3;Rainfall;3.1;No. of Raingauge Stations Annual Normal Rainfall and Rainy Days;Working,Raingauge Stations, No. of Raingauge Stations Annual Normal Rainfall and Rainy Days, Rainfall;End poverty in all its forms everywhere;1
353;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Length in kms,canals,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
354;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Irrigated Area,canals,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
355;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Net Area Irrigated,canals,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
356;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Nos,Tanks,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
357;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Irrigated Area,Tanks,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
358;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Net Area Irrigated,Tanks,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
359;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Nos,Open,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
360;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Irrigated Area,Open,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
361;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Net Area Irrigated,Open,Gross and Gross Net Area Irrigated, Gross and Net area Irrigated under different Sources 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
362;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Tube wells,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
502;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Total Gourd Variety Vegetables, Production of Important Vegetable crops In Tonnes 2018-19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
363;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Tube wells,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
364;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Tube wells,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;End poverty in all its forms everywhere;1
1403;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Borewells drilled in 2019-20,Bore Wells drilled, Drinking Water Supply Facilities on 31-03-2020, Rural Development and Panchayat Raj;End poverty in all its forms everywhere;1
1404;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Total Borewells on 31-3-2020,Bore Wells drilled, Drinking Water Supply Facilities on 31-03-2020, Rural Development and Panchayat Raj;End poverty in all its forms everywhere;1
1424;15;Housing;15.3;Households by Source Of Drinking Water per 2011 Census in Percentage;Well,Source of Drinking Wate, Households by Source Of Drinking Water per 2011 Census in Percentage, Housing;End poverty in all its forms everywhere;1
977;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Multiaxled Airculated Vehicles,Goods Vehicles, Motor Vehicles on 31-03-2020 In Cumulative Numbers, Transport and Communication;End poverty in all its forms everywhere;1
978;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Trucks and Lorries,Goods Vehicles, Motor Vehicles on 31-03-2020 In Cumulative Numbers, Transport and Communication;End poverty in all its forms everywhere;1
979;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Four Wheelers,Goods Vehicles, Motor Vehicles on 31-03-2020 In Cumulative Numbers, Transport and Communication;End poverty in all its forms everywhere;1
980;9;Transport and Communication;9.1;Motor Vehicles on 31-03-2020 In Cumulative Numbers;Wheelers,Goods Vehicles, Motor Vehicles on 31-03-2020 In Cumulative Numbers, Transport and Communication;End poverty in all its forms everywhere;1
390;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Total Food Grains,Pulses, Area Under Principal crops in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
391;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;% of under food grains to total area sown, Area Under Principal crops in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
465;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;Total Food Grains,Production of Pulses, Production of Important Crops in Tonnes 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
466;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;% of food grains production to state total, Production of Important Crops in Tonnes 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
520;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Total Food Grains,Yield of Pulses In Kgs Hectares, Yield of Important Crops 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
868;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;No.,Food Intoxicants, Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers, Industries;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
869;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Male,Employees,Food Intoxicants, Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers, Industries;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
870;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Female,Employees,Food Intoxicants, Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers, Industries;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
871;6;Industries;6.2;Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers;Total,Employees,Food Intoxicants, Small Scale Units Registered in District Industrial Centre on 31-03-2020 Cumulative In Numbers, Industries;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1526;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Bank Post Office Account (Below poverty line / Above poverty line)s,Indira Gandhi National Old Age Pension Scheme, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1527;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Percentage to State Pensioners,Indira Gandhi National Old Age Pension Scheme, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1529;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Bank Post Office Account (Below poverty line / Above poverty line)s,Indra Gandhi National Widow Pension Scheme, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1531;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners Upto 75% Disability,Indira Gandhi National Disabled Pension Scheme, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1534;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Bank Post Office Account (Below poverty line / Above poverty line)s,Indira Gandhi National Disabled Pension Scheme, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1536;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners,Sandhya Suraksha, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1537;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Bank Post Office Account (Below poverty line / Above poverty line)s,Sandhya Suraksha, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1539;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Bank Post Office Account (Below poverty line / Above poverty line)s,Mythri Pension Scheme, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1541;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Bank Post Office Account (Below poverty line / Above poverty line)s,Manaswini Pension Scheme, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1542;17;Other Information;17.2;Number of Pensioners under Social Security Schemes on 31-3-2020;Pensioners,Farmers widow Pension Scheme, Number of Pensioners under Social Security Schemes on 31-3-2020, Other Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
334;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Geographical Area, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
336;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;% of Forest Area to Geographical Area, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
338;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Barren Uncultivatable Land,Land not available for Cultivation, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
339;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Total,Land not available for Cultivation, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
340;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;% of Land not available for Cultivation to Geographical Area,Land not available for Cultivation, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
341;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Cultivable waste,Other Uncultivated Land, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
342;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Permanent Pasture,Other Uncultivated Land, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
344;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Trees and Groves,Other Uncultivated Land, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
346;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Current,Fallow Land, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
349;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Net,Area sown, Land Utilization in Hectares 2018-19, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1361;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;0-3 Years,No. of Beneficiaries under Supplementary Nutrition Programme, No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1362;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;3-6 Years,No. of Beneficiaries under Supplementary Nutrition Programme, No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1363;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;Pregnant Women,No. of Beneficiaries under Supplementary Nutrition Programme, No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1364;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;Lactating Women,No. of Beneficiaries under Supplementary Nutrition Programme, No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1365;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;Adolescent Girls,No. of Beneficiaries under Supplementary Nutrition Programme, No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1366;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;Total,No. of Beneficiaries under Supplementary Nutrition Programme, No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1367;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;No. of Anganawadi Teachers, No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1368;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;No. of Anganawadi Workers / Assistants, No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
24;1;General Information;1.6;Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Urban,Ration shops, Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
25;1;General Information;1.6;Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Rural,Ration shops, Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
26;1;General Information;1.6;Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Total,Ration shops, Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
27;1;General Information;1.6;Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Urban,Anthyodaya,Ration card holders, Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
28;1;General Information;1.6;Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Rural,Anthyodaya,Ration card holders, Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
29;1;General Information;1.6;Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Total,Anthyodaya,Ration card holders, Ration Shops and Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
30;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Urban,Priority, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
31;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Rural,Priority, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
32;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Total,Priority, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
33;1;General Information;1.6;Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative;Urban,Non Priority, Priority Non Priority and Total Ration Card (Below poverty line / Above poverty line)s on 31-3-2017 Cumulative, General Information;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
821;5;Fisheries and Animal Husbandry;5.3;Artificial Insemination and Dairy Production 2019-20;Meat Production In Tonnes, Artificial Insemination and Dairy Production 2019-20, Fisheries and Animal Husbandry;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1151;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Nos.,Taluk Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1152;11;Health & Family Welfare Services;11.1;Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative;Beds,Taluk Hospitals, Taluk District Autonomous Teaching and Other Hospitals on 31-3-2020 In numbers Cumulative, Health & Family Welfare Services;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
580;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Sc,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
581;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;St,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
582;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Others,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
583;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Total,Farmers and reelers benefited under Sericulture Development Programme, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
584;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Sc,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
585;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;St,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
586;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Others,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
587;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Total,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders, Sericulture 2019-20, Agriculture, Horticulture & Sericulture;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1341;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;No. Of Stree Shakti Self Help Groups, Stree Shakthi self help groups members till 31-03-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
1342;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;% of Self help groups to state total, Stree Shakthi self help groups members till 31-03-2020, Women & Child Development;End hunger, achieve food security and improved nutrition and promote sustainable agriculture;2
362;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Tube wells,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;Ensure healthy lives and promote well-being for all at all ages;3
363;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Tube wells,Gross Net Area Irrigated Hectares, Gross and Net area Irrigated under different Sources 2018- 19, Agriculture, Horticulture & Sericulture;Ensure healthy lives and promote well-being for all at all ages;3
